Category,Subcategory,Subject,Location,Start Date,End Date,Notes,URL,Description
Arts & Culture,Dance,UK B-Boy Championship World Finals,"London, UK",TBD,,Typically held in April; Jun 2022,https://www.bboychamps.com/,"Category: Arts & Culture
Subcategory: Dance
Notes: Typically held in April; Jun 2022
URL: https://www.bboychamps.com/"
Arts & Culture,Dance,Undisputed Masters,TBD,TBD,,Typically held in December,https://www.undisputedwbs.com/,"Category: Arts & Culture
Subcategory: Dance
Notes: Typically held in December
URL: https://www.undisputedwbs.com/"
Arts & Culture,Fashion,Dubai Shopping Festival,"Dubai, UAE",12/8/2023,1/14/2024,,https://www.visitdubaishoppingfestival.com/,"Category: Arts & Culture
Subcategory: Fashion
Notes: 
URL: https://www.visitdubaishoppingfestival.com/"
Arts & Culture,Fashion,Pitti Immagine Uomo,"Florence, Italy",1/9/2024,1/12/2024,,https://www.pittimmagine.com/en,"Category: Arts & Culture
Subcategory: Fashion
Notes: 
URL: https://www.pittimmagine.com/en"
Arts & Culture,Fashion,Berlin Fashion Week,"Berlin, Germany",2/5/2024,2/8/2024,,https://fashion-week-berlin.com/index.html,"Category: Arts & Culture
Subcategory: Fashion
Notes: 
URL: https://fashion-week-berlin.com/index.html"
Arts & Culture,Fashion,New York Fashion Week,"New York City, NY",2/9/2024,2/15/2024,Big Four. Women's Fashion Week,http://fashionweekonline.com/new-york,"Category: Arts & Culture
Subcategory: Fashion
Notes: Big Four. Women's Fashion Week
URL: http://fashionweekonline.com/new-york"
Arts & Culture,Fashion,Milan Fashion Week,"Milan, Italy",2/20/2024,2/26/2024,Big Four. Women's Fashion Week,http://fashionweekonline.com/milan,"Category: Arts & Culture
Subcategory: Fashion
Notes: Big Four. Women's Fashion Week
URL: http://fashionweekonline.com/milan"
Arts & Culture,Fashion,Paris Fashion Week,"Paris, France",2/26/2024,3/5/2024,Big Four. Women's Fashion Week,http://fashionweekonline.com/paris,"Category: Arts & Culture
Subcategory: Fashion
Notes: Big Four. Women's Fashion Week
URL: http://fashionweekonline.com/paris"
Arts & Culture,Fashion,Arab Fashion Week,"Dubai, UAE",4/4/2024,4/8/2024,"And  10/10-10/15 2024; CoEd, Women & Men's Fashion Week",https://arabfashionweek.org/about/,"Category: Arts & Culture
Subcategory: Fashion
Notes: And  10/10-10/15 2024; CoEd, Women & Men's Fashion Week
URL: https://arabfashionweek.org/about/"
Arts & Culture,Fashion,Australian Fashion Week,"Sydney, Australia",5/13/2024,5/17/2024,,"https://aafw.com.au/registrations#:~:text=REGISTRATION%20Accredited%20media%2C%20buyers%20and%20industry%20personnel%20are,15%20%E2%80%93%2019%20May%20at%20Carriageworks%20in%20Sydney.","Category: Arts & Culture
Subcategory: Fashion
Notes: 
URL: https://aafw.com.au/registrations#:~:text=REGISTRATION%20Accredited%20media%2C%20buyers%20and%20industry%20personnel%20are,15%20%E2%80%93%2019%20May%20at%20Carriageworks%20in%20Sydney."
Arts & Culture,Fashion,New York Fashion Week,"New York City, NY",9/7/2024,9/13/2024,Big Four. Women's Fashion Week,https://fashionweekonline.com/event/new-york-fashion-week-february-2024-dates?instance_id=14429,"Category: Arts & Culture
Subcategory: Fashion
Notes: Big Four. Women's Fashion Week
URL: https://fashionweekonline.com/event/new-york-fashion-week-february-2024-dates?instance_id=14429"
Arts & Culture,Fashion,London Fashion Week,"London, UK",9/15/2024,9/19/2024,Big Four. Women's Fashion Week,http://fashionweekonline.com/london,"Category: Arts & Culture
Subcategory: Fashion
Notes: Big Four. Women's Fashion Week
URL: http://fashionweekonline.com/london"
Arts & Culture,Fashion,Milan Fashion Week,"Milan, Italy",9/17/2024,9/23/2024,Big Four. Women's Fashion Week,http://fashionweekonline.com/milan,"Category: Arts & Culture
Subcategory: Fashion
Notes: Big Four. Women's Fashion Week
URL: http://fashionweekonline.com/milan"
Arts & Culture,Fashion,Paris Fashion Week,"Paris, France",9/25/2024,10/3/2024,Big Four. Women's Fashion Week,http://fashionweekonline.com/paris,"Category: Arts & Culture
Subcategory: Fashion
Notes: Big Four. Women's Fashion Week
URL: http://fashionweekonline.com/paris"
Arts & Culture,Fashion,London Fashion Week,"London, UK",TBD,TBD,Big Four. Women's Fashion Week,https://londonfashionweek.co.uk/,"Category: Arts & Culture
Subcategory: Fashion
Notes: Big Four. Women's Fashion Week
URL: https://londonfashionweek.co.uk/"
Arts & Culture,Fashion,CFDA Fashion Awards,"New York City, NY",TBD,,,"https://www.cornucopia-events.co.uk/cfda-fashion-awards/#:~:text=CFDA%20Fashion%20Awards%3A%20Monday%2031st%20May%202021%2C%20New%20York%2C%20USA&text=Founded%20in%201981%2C%20they%20are,personal%20style%2C%20and%20lifetime%20achievement.","Category: Arts & Culture
Subcategory: Fashion
Notes: 
URL: https://www.cornucopia-events.co.uk/cfda-fashion-awards/#:~:text=CFDA%20Fashion%20Awards%3A%20Monday%2031st%20May%202021%2C%20New%20York%2C%20USA&text=Founded%20in%201981%2C%20they%20are,personal%20style%2C%20and%20lifetime%20achievement."
Arts & Culture,Fashion,British Fashion Council,"London, UK",TBD,,,"https://www.britishfashioncouncil.co.uk/bfcnews/4336/British-Fashion-Council-Announces-The-Fashion-Awards-2020#:~:text=The%20Fashion%20Awards%202021%20will,for%20amplification%20and%20new%20experiences.","Category: Arts & Culture
Subcategory: Fashion
Notes: 
URL: https://www.britishfashioncouncil.co.uk/bfcnews/4336/British-Fashion-Council-Announces-The-Fashion-Awards-2020#:~:text=The%20Fashion%20Awards%202021%20will,for%20amplification%20and%20new%20experiences."
Arts & Culture,Fashion,ANDAM Fashion Awards,"Paris, France",TBD,,Projected to be during January,https://andam.fr/en/,"Category: Arts & Culture
Subcategory: Fashion
Notes: Projected to be during January
URL: https://andam.fr/en/"
Arts & Culture,Fashion,Met Gala,"New York City, NY",TBD,,Typically held in May,https://www.vogue.com/tag/event/met-gala,"Category: Arts & Culture
Subcategory: Fashion
Notes: Typically held in May
URL: https://www.vogue.com/tag/event/met-gala"
Arts & Culture,Food,EEEEEATSCON,"Miami, FL",2/3/2024,2/4/2024,"EEEEEATSCON LA, annual food, music and technology festival named after The Infatuation's popular #eeeeeats hashtag",https://www.theinfatuation.com/EEEEEATSCON,"Category: Arts & Culture
Subcategory: Food
Notes: EEEEEATSCON LA, annual food, music and technology festival named after The Infatuation's popular #eeeeeats hashtag
URL: https://www.theinfatuation.com/EEEEEATSCON"
Arts & Culture,Food,South Beach Wine & Food Festival,"Miami, FL",2/22/2024,2/25/2024,"Food Network South Beach Wine & Food Festival, one of the largest and most well-known festivals of its kind in the U.S.",https://sobewff.org/,"Category: Arts & Culture
Subcategory: Food
Notes: Food Network South Beach Wine & Food Festival, one of the largest and most well-known festivals of its kind in the U.S.
URL: https://sobewff.org/"
Arts & Culture,Food,Houston Livestock Show & Rodeo Bar-B-Que Contest,"Houston, TX",2/27/2024,3/17/2024,,https://www.rodeohouston.com/Get-Involved/Competitors/Bar-B-Que-Contest,"Category: Arts & Culture
Subcategory: Food
Notes: 
URL: https://www.rodeohouston.com/Get-Involved/Competitors/Bar-B-Que-Contest"
Arts & Culture,Food,World Championship Cheese Contest,"Madison, WI",3/5/2024,3/7/2024,World Championship Cheese Contest,http://www.worldchampioncheese.org,"Category: Arts & Culture
Subcategory: Food
Notes: World Championship Cheese Contest
URL: http://www.worldchampioncheese.org"
Arts & Culture,Food,Melbourne Food and Wine Festival,"Melbourne, Australia",3/15/2024,3/24/2024,,https://www.melbournefoodandwine.com.au/about-mfwf/media/announcements/2020-program-cancelled,"Category: Arts & Culture
Subcategory: Food
Notes: 
URL: https://www.melbournefoodandwine.com.au/about-mfwf/media/announcements/2020-program-cancelled"
Arts & Culture,Food,World Beer Cup Awards Ceremony U.S.,"Las Vegas, NV",4/24/2024,,"World Beer Cup Awards Ceremony U.S., held on the last day of the Craft Brewers Conference and BrewExpo America * Canceled in 2020 due to the coronavirus (COVID-19) pandemic",http://www.worldbeercup.org/competition/award-ceremonies/,"Category: Arts & Culture
Subcategory: Food
Notes: World Beer Cup Awards Ceremony U.S., held on the last day of the Craft Brewers Conference and BrewExpo America * Canceled in 2020 due to the coronavirus (COVID-19) pandemic
URL: http://www.worldbeercup.org/competition/award-ceremonies/"
Arts & Culture,Food,International Bar-B-Q Festival,"Owensboro, KY",5/10/2024,5/11/2024,Typically held in May,http://bbqfest.com/,"Category: Arts & Culture
Subcategory: Food
Notes: Typically held in May
URL: http://bbqfest.com/"
Arts & Culture,Food,World Championship Barbecue Cooking Contest,"Memphis, TN",5/15/2024,5/18/2024,,https://www.memphisinmay.org/events/world-championship-barbecue-cooking-contest/,"Category: Arts & Culture
Subcategory: Food
Notes: 
URL: https://www.memphisinmay.org/events/world-championship-barbecue-cooking-contest/"
Arts & Culture,Food,American Craft Beer Week,Virtual,5/15/2024,5/21/2024,"American Craft Beer Week, celebrating and promoting U.S. small and independent craft brewers with special events hosted by craft brewers and retailers across the country",http://www.craftbeer.com/news-and-events/american-craft-beer-week,"Category: Arts & Culture
Subcategory: Food
Notes: American Craft Beer Week, celebrating and promoting U.S. small and independent craft brewers with special events hosted by craft brewers and retailers across the country
URL: http://www.craftbeer.com/news-and-events/american-craft-beer-week"
Arts & Culture,Food,Catalina Wine Mixer,"Avalon, CA",5/31/2024,6/1/2024,"9th annual Catalina Wine Mixer, based on the event of the same name seen in Will Ferrell and John C. Reilly comedy 'Step Brothers'",www.CatalinaWineMixer.com,"Category: Arts & Culture
Subcategory: Food
Notes: 9th annual Catalina Wine Mixer, based on the event of the same name seen in Will Ferrell and John C. Reilly comedy 'Step Brothers'
URL: www.CatalinaWineMixer.com"
Arts & Culture,Food,The World’s 50 Best Announcement,"Las Vegas, NV",6/5/2024,,,https://www.theworlds50best.com/,"Category: Arts & Culture
Subcategory: Food
Notes: 
URL: https://www.theworlds50best.com/"
Arts & Culture,Food,James Beard Foundation Awards,"Chicago, IL",6/8/2024,6/10/2024,"The James Beard Foundation Annual Gala presented by Capital One, honoring the restaurant industry * Proceeds support JBF's mission and programs to celebrate, nurture and honor America's diverse culinary heritage through programs that educate and inspire",https://www.jamesbeard.org/awards,"Category: Arts & Culture
Subcategory: Food
Notes: The James Beard Foundation Annual Gala presented by Capital One, honoring the restaurant industry * Proceeds support JBF's mission and programs to celebrate, nurture and honor America's diverse culinary heritage through programs that educate and inspire
URL: https://www.jamesbeard.org/awards"
Arts & Culture,Food,Aspen Food and Wine Classic,"Aspen, CO",6/14/2024,6/16/2024,,https://classic.foodandwine.com/,"Category: Arts & Culture
Subcategory: Food
Notes: 
URL: https://classic.foodandwine.com/"
Arts & Culture,Food,Nathan's Famous 4th of July Hot Dog Eating Contest,"Coney Island, NY",7/4/2024,,"Nathan's Famous Annual Fourth of July International Hot Dog Eating Contest, with contestants from across the world eating as many hot dogs and buns as they can in 10 minutes to win the coveted 'Mustard Yellow International Belt' * Broadcast live on ESPNews and WatchESPN as part of an agreement with Major League Eating that gives the network exclusive rights to the contest through 2024",http://www.nathansfamous.com/,"Category: Arts & Culture
Subcategory: Food
Notes: Nathan's Famous Annual Fourth of July International Hot Dog Eating Contest, with contestants from across the world eating as many hot dogs and buns as they can in 10 minutes to win the coveted 'Mustard Yellow International Belt' * Broadcast live on ESPNews and WatchESPN as part of an agreement with Major League Eating that gives the network exclusive rights to the contest through 2024
URL: http://www.nathansfamous.com/"
Arts & Culture,Food,Great Taste of The Midwest,"Madison, WI",8/10/2024,,"Great Taste of The Midwest, beer festival",http://greattaste.org,"Category: Arts & Culture
Subcategory: Food
Notes: Great Taste of The Midwest, beer festival
URL: http://greattaste.org"
Arts & Culture,Food,American Royal World Series of BBQ,"Kansas City, MO",9/27/2024,10/1/2024,,http://www.americanroyal.com/bbq/,"Category: Arts & Culture
Subcategory: Food
Notes: 
URL: http://www.americanroyal.com/bbq/"
Arts & Culture,Food,Great American Beer Festival,"Denver, CO",10/10/2024,10/12/2024,Great American Beer Festival,www.greatamericanbeerfestival.com/,"Category: Arts & Culture
Subcategory: Food
Notes: Great American Beer Festival
URL: www.greatamericanbeerfestival.com/"
Arts & Culture,Food,New York City Wine & Food Festival,"New York City, NY",10/10/2024,10/13/2024,"Food Network New York City Wine & Food Festival, presented by Food & Wine Magazine. Sister event to the South Beach Wine and Food Festival",https://nycwff.org/,"Category: Arts & Culture
Subcategory: Food
Notes: Food Network New York City Wine & Food Festival, presented by Food & Wine Magazine. Sister event to the South Beach Wine and Food Festival
URL: https://nycwff.org/"
Arts & Culture,Food,Jack Daniel's World Championship Invitational Barbecue,"Lynchburg, TN",10/11/2024,10/12/2024,,https://www.jackdaniels.com/en-us/bbq,"Category: Arts & Culture
Subcategory: Food
Notes: 
URL: https://www.jackdaniels.com/en-us/bbq"
Arts & Culture,Food,Barbecue Festival,"Lexington, KY",10/26/2024,,,https://www.thebarbecuefestival.com/,"Category: Arts & Culture
Subcategory: Food
Notes: 
URL: https://www.thebarbecuefestival.com/"
Arts & Culture,Food,Austin Food & Wine Festival,"Austin, TX",TBD,TBD,Austin Food + Wine Festival (formerly Texas Hill Country Wine & Food Festival),https://www.austinfoodandwinefestival.com/,"Category: Arts & Culture
Subcategory: Food
Notes: Austin Food + Wine Festival (formerly Texas Hill Country Wine & Food Festival)
URL: https://www.austinfoodandwinefestival.com/"
Arts & Culture,Food,Gastronomika,"San Sebastian, Spain",TBD,TBD,Typically held in October. Virtual version took place in 2020.,https://www.sansebastiangastronomika.com/en/,"Category: Arts & Culture
Subcategory: Food
Notes: Typically held in October. Virtual version took place in 2020.
URL: https://www.sansebastiangastronomika.com/en/"
Arts & Culture,Food,Savor,"Washington DC, USA",TBD,,"SAVOR: An American Craft Beer & Food Experience, beer and food pairing event featuring 90 small, independent and traditional craft brewers",http://www.savorcraftbeer.com,"Category: Arts & Culture
Subcategory: Food
Notes: SAVOR: An American Craft Beer & Food Experience, beer and food pairing event featuring 90 small, independent and traditional craft brewers
URL: http://www.savorcraftbeer.com"
Arts & Culture,Food,World Food Championships,"Dallas, TX",TBD,,"World Food Championships, food festival and cooking tournament featuring participants competing across multiple food categories including BBQ, sandwich, burger and dessert to win the grand prize of $100,000 and be crowned World Food Champion",http://www.worldfoodchampionships.com/,"Category: Arts & Culture
Subcategory: Food
Notes: World Food Championships, food festival and cooking tournament featuring participants competing across multiple food categories including BBQ, sandwich, burger and dessert to win the grand prize of $100,000 and be crowned World Food Champion
URL: http://www.worldfoodchampionships.com/"
Arts & Culture,Food,Taste of Chicago,"Chicago, IL",TBD,,Held by the city of Chicago and currently out of budget; held 2nd week of July 2022,https://www.chicago.gov/city/en/depts/dca/supp_info/taste_of_chicago.html,"Category: Arts & Culture
Subcategory: Food
Notes: Held by the city of Chicago and currently out of budget; held 2nd week of July 2022
URL: https://www.chicago.gov/city/en/depts/dca/supp_info/taste_of_chicago.html"
Arts & Culture,Intergovernmental,World Economic Forum,"Davos-Closters, Switzerland",1/15/2024,1/19/2024,"Annual Meeting, not Davos Week. Will return to Switzerland in 2022. ",https://www.weforum.org/events/world-economic-forum-annual-meeting-2024/,"Category: Arts & Culture
Subcategory: Intergovernmental
Notes: Annual Meeting, not Davos Week. Will return to Switzerland in 2022. 
URL: https://www.weforum.org/events/world-economic-forum-annual-meeting-2024/"
Arts & Culture,Intergovernmental,White House Correspondents Dinner,"Washington DC, USA",4/27/2024,,Typically held in August. President Trump did not attend the last few years.,https://whca.press/annual-dinner/,"Category: Arts & Culture
Subcategory: Intergovernmental
Notes: Typically held in August. President Trump did not attend the last few years.
URL: https://whca.press/annual-dinner/"
Arts & Culture,Intergovernmental,UN General Assembly,"New York City, NY",9/10/2024,9/24/2024,,https://sdg.iisd.org/events/79th-session-of-the-un-general-assembly-unga-79/,"Category: Arts & Culture
Subcategory: Intergovernmental
Notes: 
URL: https://sdg.iisd.org/events/79th-session-of-the-un-general-assembly-unga-79/"
Arts & Culture,Intergovernmental,COP29,TBD,11/11/2024,11/24/2024,,https://sdg.iisd.org/events/2024-un-climate-change-conference-unfccc-cop-29/,"Category: Arts & Culture
Subcategory: Intergovernmental
Notes: 
URL: https://sdg.iisd.org/events/2024-un-climate-change-conference-unfccc-cop-29/"
Arts & Culture,Intergovernmental,G20 Summit,"Rio de Janeiro, Brazil",11/18/2024,11/19/2024, ,https://www.g20.org/,"Category: Arts & Culture
Subcategory: Intergovernmental
Notes:  
URL: https://www.g20.org/"
Arts & Culture,Intergovernmental,Nobel Prize Ceremony,"Oslo, Norway",12/10/2024,,Fixed date,https://www.nobelprize.org/,"Category: Arts & Culture
Subcategory: Intergovernmental
Notes: Fixed date
URL: https://www.nobelprize.org/"
Arts & Culture,Intergovernmental,State of the Union,"Washington DC, USA",TBD,,Typically held in February,https://www.ap.org/live-and-location-services/events/state-of-the-union-2020,"Category: Arts & Culture
Subcategory: Intergovernmental
Notes: Typically held in February
URL: https://www.ap.org/live-and-location-services/events/state-of-the-union-2020"
Arts & Culture,Intergovernmental,2025 World Expo,"Osaka, Japan",,,4/13-10/13 2025,https://www.expo2020dubai.com/en/whats-new/bie-announcement,"Category: Arts & Culture
Subcategory: Intergovernmental
Notes: 4/13-10/13 2025
URL: https://www.expo2020dubai.com/en/whats-new/bie-announcement"
Arts & Culture,Literature,Ezra Jack Keats Awards,Virtual,4/12/2024,,Ezra Jack Keats Award ceremony held as part of the Fay B. Kaigler Children's Book Festival. The prize recognizes writers and illustrators at the beginning of their careers; announced 2nd Tue in Mar; ceremony in Apr,https://www.ezra-jack-keats.org/ezra-jack-keats-award/,"Category: Arts & Culture
Subcategory: Literature
Notes: Ezra Jack Keats Award ceremony held as part of the Fay B. Kaigler Children's Book Festival. The prize recognizes writers and illustrators at the beginning of their careers; announced 2nd Tue in Mar; ceremony in Apr
URL: https://www.ezra-jack-keats.org/ezra-jack-keats-award/"
